SKU,日期,销量,渠道
SKU003,2025-01-02,57,独立站
SKU001,2025-01-03,117,亚马逊
SKU001,2025-01-03,51,独立站
SKU002,2025-01-03,78,亚马逊
SKU002,2025-01-03,29,独立站
SKU003,2025-01-03,169,亚马逊
SKU003,2025-01-03,66,独立站
SKU001,2025-01-04,106,亚马逊
SKU001,2025-01-04,49,独立站
SKU002,2025-01-04,72,亚马逊
SKU002,2025-01-04,27,独立站
SKU003,2025-01-04,153,亚马逊
SKU003,2025-01-04,79,独立站
SKU001,2025-01-05,86,亚马逊
SKU001,2025-01-05,48,独立站
SKU002,2025-01-05,73,亚马逊
SKU002,2025-01-05,29,独立站
SKU003,2025-01-05,150,亚马逊
SKU003,2025-01-05,62,独立站
SKU001,2025-01-06,99,亚马逊
SKU001,2025-01-06,48,独立站
SKU002,2025-01-06,61,亚马逊
SKU002,2025-01-06,32,独立站
SKU003,2025-01-06,151,亚马逊
SKU003,2025-01-06,64,独立站
SKU001,2025-01-07,103,亚马逊
SKU001,2025-01-07,43,独立站
SKU002,2025-01-07,77,亚马逊
SKU002,2025-01-07,36,独立站
SKU003,2025-01-07,169,亚马逊
SKU003,2025-01-07,59,独立站
SKU001,2025-01-08,104,亚马逊
SKU001,2025-01-08,47,独立站
SKU002,2025-01-08,76,亚马逊
SKU002,2025-01-08,35,独立站
SKU003,2025-01-08,134,亚马逊
SKU003,2025-01-08,57,独立站
SKU001,2025-01-09,100,亚马逊
SKU001,2025-01-09,35,独立站
SKU002,2025-01-09,70,亚马逊
SKU002,2025-01-09,34,独立站
SKU003,2025-01-09,158,亚马逊
SKU003,2025-01-09,61,独立站
SKU001,2025-01-10,101,亚马逊
SKU001,2025-01-10,46,独立站
SKU002,2025-01-10,75,亚马逊
SKU002,2025-01-10,26,独立站
SKU003,2025-01-10,191,亚马逊
SKU003,2025-01-10,69,独立站
SKU001,2025-01-11,130,亚马逊
SKU001,2025-01-11,47,独立站
SKU002,2025-01-11,72,亚马逊
SKU002,2025-01-11,30,独立站
SKU003,2025-01-11,175,亚马逊
SKU003,2025-01-11,64,独立站
SKU001,2025-01-12,114,亚马逊
SKU001,2025-01-12,44,独立站
SKU002,2025-01-12,82,亚马逊
SKU002,2025-01-12,29,独立站
SKU003,2025-01-12,170,亚马逊
SKU003,2025-01-12,74,独立站
SKU001,2025-01-13,132,亚马逊
SKU001,2025-01-13,55,独立站
SKU002,2025-01-13,75,亚马逊
SKU002,2025-01-13,27,独立站
SKU003,2025-01-13,197,亚马逊
SKU003,2025-01-13,69,独立站
SKU001,2025-01-14,115,亚马逊
SKU001,2025-01-14,45,独立站
SKU002,2025-01-14,60,亚马逊
SKU002,2025-01-14,29,独立站
SKU003,2025-01-14,176,亚马逊
SKU003,2025-01-14,60,独立站
SKU001,2025-01-15,99,亚马逊
SKU001,2025-01-15,43,独立站
SKU002,2025-01-15,64,亚马逊
SKU002,2025-01-15,31,独立站
SKU003,2025-01-15,149,亚马逊
SKU003,2025-01-15,68,独立站
SKU001,2025-01-16,87,亚马逊
SKU001,2025-01-16,38,独立站
SKU002,2025-01-16,83,亚马逊
SKU002,2025-01-16,35,独立站
SKU003,2025-01-16,194,亚马逊
SKU003,2025-01-16,67,独立站
SKU001,2025-01-17,97,亚马逊
SKU001,2025-01-17,48,独立站
SKU002,2025-01-17,92,亚马逊
SKU002,2025-01-17,39,独立站
SKU003,2025-01-17,163,亚马逊
SKU003,2025-01-17,68,独立站
SKU001,2025-01-18,89,亚马逊
SKU001,2025-01-18,40,独立站
SKU002,2025-01-18,70,亚马逊
SKU002,2025-01-18,36,独立站
SKU003,2025-01-18,158,亚马逊
SKU003,2025-01-18,63,独立站
SKU001,2025-01-19,95,亚马逊
SKU001,2025-01-19,38,独立站
SKU002,2025-01-19,64,亚马逊
SKU002,2025-01-19,27,独立站
SKU003,2025-01-19,164,亚马逊
SKU003,2025-01-19,79,独立站
SKU001,2025-01-20,115,亚马逊
SKU001,2025-01-20,53,独立站
SKU002,2025-01-20,77,亚马逊
SKU002,2025-01-20,35,独立站
SKU003,2025-01-20,171,亚马逊
SKU003,2025-01-20,71,独立站
SKU001,2025-01-21,110,亚马逊
SKU001,2025-01-21,45,独立站
SKU002,2025-01-21,64,亚马逊
SKU002,2025-01-21,35,独立站
SKU003,2025-01-21,155,亚马逊
SKU003,2025-01-21,81,独立站
SKU001,2025-01-22,115,亚马逊
SKU001,2025-01-22,43,独立站
SKU002,2025-01-22,69,亚马逊
SKU002,2025-01-22,35,独立站
SKU003,2025-01-22,158,亚马逊
SKU003,2025-01-22,71,独立站
SKU001,2025-01-23,79,亚马逊
SKU001,2025-01-23,34,独立站
SKU002,2025-01-23,71,亚马逊
SKU002,2025-01-23,28,独立站
SKU003,2025-01-23,155,亚马逊
SKU003,2025-01-23,73,独立站
SKU001,2025-01-24,93,亚马逊
SKU001,2025-01-24,45,独立站
SKU002,2025-01-24,68,亚马逊
SKU002,2025-01-24,29,独立站
SKU003,2025-01-24,194,亚马逊
SKU003,2025-01-24,72,独立站
SKU001,2025-01-25,105,亚马逊
SKU001,2025-01-25,37,独立站
SKU002,2025-01-25,54,亚马逊
SKU002,2025-01-25,26,独立站
SKU003,2025-01-25,153,亚马逊
SKU003,2025-01-25,62,独立站
SKU001,2025-01-26,134,亚马逊
SKU001,2025-01-26,45,独立站
SKU002,2025-01-26,74,亚马逊
SKU002,2025-01-26,27,独立站
SKU003,2025-01-26,165,亚马逊
SKU003,2025-01-26,69,独立站
SKU001,2025-01-27,129,亚马逊
SKU001,2025-01-27,49,独立站
SKU002,2025-01-27,70,亚马逊
SKU002,2025-01-27,24,独立站
SKU003,2025-01-27,153,亚马逊
SKU003,2025-01-27,71,独立站
SKU001,2025-01-28,112,亚马逊
SKU001,2025-01-28,40,独立站
SKU002,2025-01-28,74,亚马逊
SKU002,2025-01-28,35,独立站
SKU003,2025-01-28,147,亚马逊
SKU003,2025-01-28,59,独立站
SKU001,2025-01-29,85,亚马逊
SKU001,2025-01-29,39,独立站
SKU002,2025-01-29,66,亚马逊
SKU002,2025-01-29,30,独立站
SKU003,2025-01-29,149,亚马逊
SKU003,2025-01-29,59,独立站
SKU001,2025-01-30,99,亚马逊
SKU001,2025-01-30,52,独立站
SKU002,2025-01-30,64,亚马逊
SKU002,2025-01-30,34,独立站
SKU003,2025-01-30,156,亚马逊
SKU003,2025-01-30,60,独立站
SKU001,2025-01-31,141,亚马逊
SKU001,2025-01-31,48,独立站
SKU002,2025-01-31,81,亚马逊
SKU002,2025-01-31,35,独立站
SKU003,2025-01-31,170,亚马逊
SKU003,2025-01-31,68,独立站
SKU001,2025-02-01,142,亚马逊
SKU001,2025-02-01,57,独立站
SKU002,2025-02-01,84,亚马逊
SKU002,2025-02-01,37,独立站
SKU003,2025-02-01,187,亚马逊
SKU003,2025-02-01,98,独立站
SKU001,2025-02-02,133,亚马逊
SKU001,2025-02-02,56,独立站
SKU002,2025-02-02,95,亚马逊
SKU002,2025-02-02,33,独立站
SKU003,2025-02-02,185,亚马逊
SKU003,2025-02-02,74,独立站
SKU001,2025-02-03,139,亚马逊
SKU001,2025-02-03,55,独立站
SKU002,2025-02-03,89,亚马逊
SKU002,2025-02-03,34,独立站
SKU003,2025-02-03,200,亚马逊
SKU003,2025-02-03,89,独立站
SKU001,2025-02-04,135,亚马逊
SKU001,2025-02-04,49,独立站
SKU002,2025-02-04,99,亚马逊
SKU002,2025-02-04,31,独立站
SKU003,2025-02-04,218,亚马逊
SKU003,2025-02-04,78,独立站
SKU001,2025-02-05,152,亚马逊
SKU001,2025-02-05,52,独立站
SKU002,2025-02-05,71,亚马逊
SKU002,2025-02-05,33,独立站
SKU003,2025-02-05,188,亚马逊
SKU003,2025-02-05,74,独立站
SKU001,2025-02-06,132,亚马逊
SKU001,2025-02-06,59,独立站
SKU002,2025-02-06,66,亚马逊
SKU002,2025-02-06,31,独立站
SKU003,2025-02-06,179,亚马逊
SKU003,2025-02-06,78,独立站
SKU001,2025-02-07,120,亚马逊
SKU001,2025-02-07,66,独立站
SKU002,2025-02-07,97,亚马逊
SKU002,2025-02-07,36,独立站
SKU003,2025-02-07,156,亚马逊
SKU003,2025-02-07,66,独立站
SKU001,2025-02-08,93,亚马逊
SKU001,2025-02-08,47,独立站
SKU002,2025-02-08,77,亚马逊
SKU002,2025-02-08,42,独立站
SKU003,2025-02-08,189,亚马逊
SKU003,2025-02-08,76,独立站
SKU001,2025-02-09,143,亚马逊
SKU001,2025-02-09,54,独立站
SKU002,2025-02-09,82,亚马逊
SKU002,2025-02-09,42,独立站
SKU003,2025-02-09,165,亚马逊
SKU003,2025-02-09,74,独立站
SKU001,2025-02-10,137,亚马逊
SKU001,2025-02-10,58,独立站
SKU002,2025-02-10,73,亚马逊
SKU002,2025-02-10,31,独立站
SKU003,2025-02-10,175,亚马逊
SKU003,2025-02-10,87,独立站
SKU001,2025-02-11,103,亚马逊
SKU001,2025-02-11,46,独立站
SKU002,2025-02-11,63,亚马逊
SKU002,2025-02-11,27,独立站
SKU003,2025-02-11,182,亚马逊
SKU003,2025-02-11,69,独立站
SKU001,2025-02-12,148,亚马逊
SKU001,2025-02-12,52,独立站
SKU002,2025-02-12,76,亚马逊
SKU002,2025-02-12,34,独立站
SKU003,2025-02-12,180,亚马逊
SKU003,2025-02-12,63,独立站
SKU001,2025-02-13,95,亚马逊
SKU001,2025-02-13,45,独立站
SKU002,2025-02-13,80,亚马逊
SKU002,2025-02-13,30,独立站
SKU003,2025-02-13,216,亚马逊
SKU003,2025-02-13,92,独立站
SKU001,2025-02-14,113,亚马逊
SKU001,2025-02-14,46,独立站
SKU002,2025-02-14,83,亚马逊
SKU002,2025-02-14,37,独立站
SKU003,2025-02-14,191,亚马逊
SKU003,2025-02-14,76,独立站
SKU001,2025-02-15,140,亚马逊
SKU001,2025-02-15,53,独立站
SKU002,2025-02-15,66,亚马逊
SKU002,2025-02-15,37,独立站
SKU003,2025-02-15,177,亚马逊
SKU003,2025-02-15,96,独立站
SKU001,2025-02-16,148,亚马逊
SKU001,2025-02-16,53,独立站
SKU002,2025-02-16,93,亚马逊
SKU002,2025-02-16,41,独立站
SKU003,2025-02-16,157,亚马逊
SKU003,2025-02-16,72,独立站
SKU001,2025-02-17,120,亚马逊
SKU001,2025-02-17,42,独立站
SKU002,2025-02-17,92,亚马逊
SKU002,2025-02-17,36,独立站
SKU003,2025-02-17,207,亚马逊
SKU003,2025-02-17,70,独立站
SKU001,2025-02-18,126,亚马逊
SKU001,2025-02-18,46,独立站
SKU002,2025-02-18,88,亚马逊
SKU002,2025-02-18,30,独立站
SKU003,2025-02-18,186,亚马逊
SKU003,2025-02-18,89,独立站
SKU001,2025-02-19,133,亚马逊
SKU001,2025-02-19,57,独立站
SKU002,2025-02-19,85,亚马逊
SKU002,2025-02-19,34,独立站
SKU003,2025-02-19,225,亚马逊
SKU003,2025-02-19,82,独立站
SKU001,2025-02-20,121,亚马逊
SKU001,2025-02-20,53,独立站
SKU002,2025-02-20,80,亚马逊
SKU002,2025-02-20,32,独立站
SKU003,2025-02-20,209,亚马逊
SKU003,2025-02-20,70,独立站
SKU001,2025-02-21,125,亚马逊
SKU001,2025-02-21,48,独立站
SKU002,2025-02-21,83,亚马逊
SKU002,2025-02-21,37,独立站
SKU003,2025-02-21,158,亚马逊
SKU003,2025-02-21,69,独立站
SKU001,2025-02-22,118,亚马逊
SKU001,2025-02-22,45,独立站
SKU002,2025-02-22,88,亚马逊
SKU002,2025-02-22,42,独立站
SKU003,2025-02-22,191,亚马逊
SKU003,2025-02-22,80,独立站
SKU001,2025-02-23,117,亚马逊
SKU001,2025-02-23,50,独立站
SKU002,2025-02-23,82,亚马逊
SKU002,2025-02-23,30,独立站
SKU003,2025-02-23,178,亚马逊
SKU003,2025-02-23,91,独立站
SKU001,2025-02-24,135,亚马逊
SKU001,2025-02-24,61,独立站
SKU002,2025-02-24,79,亚马逊
SKU002,2025-02-24,32,独立站
SKU003,2025-02-24,178,亚马逊
SKU003,2025-02-24,69,独立站
SKU001,2025-02-25,118,亚马逊
SKU001,2025-02-25,49,独立站
SKU002,2025-02-25,92,亚马逊
SKU002,2025-02-25,33,独立站
SKU003,2025-02-25,218,亚马逊
SKU003,2025-02-25,82,独立站
SKU001,2025-02-26,125,亚马逊
SKU001,2025-02-26,50,独立站
SKU002,2025-02-26,83,亚马逊
SKU002,2025-02-26,44,独立站
SKU003,2025-02-26,166,亚马逊
SKU003,2025-02-26,78,独立站
SKU001,2025-02-27,140,亚马逊
SKU001,2025-02-27,61,独立站
SKU002,2025-02-27,72,亚马逊
SKU002,2025-02-27,28,独立站
SKU003,2025-02-27,205,亚马逊
SKU003,2025-02-27,96,独立站
SKU001,2025-02-28,127,亚马逊
SKU001,2025-02-28,47,独立站
SKU002,2025-02-28,88,亚马逊
SKU002,2025-02-28,35,独立站
SKU003,2025-02-28,152,亚马逊
SKU003,2025-02-28,62,独立站
SKU001,2025-03-01,143,亚马逊
SKU001,2025-03-01,57,独立站
SKU002,2025-03-01,111,亚马逊
SKU002,2025-03-01,49,独立站
SKU003,2025-03-01,176,亚马逊
SKU003,2025-03-01,80,独立站
SKU001,2025-03-02,124,亚马逊
SKU001,2025-03-02,57,独立站
SKU002,2025-03-02,90,亚马逊
SKU002,2025-03-02,34,独立站
SKU003,2025-03-02,185,亚马逊
SKU003,2025-03-02,91,独立站
SKU001,2025-03-03,137,亚马逊
SKU001,2025-03-03,59,独立站
SKU002,2025-03-03,95,亚马逊
SKU002,2025-03-03,43,独立站
SKU003,2025-03-03,216,亚马逊
SKU003,2025-03-03,80,独立站
SKU001,2025-03-04,173,亚马逊
SKU001,2025-03-04,61,独立站
SKU002,2025-03-04,76,亚马逊
SKU002,2025-03-04,42,独立站
SKU003,2025-03-04,208,亚马逊
SKU003,2025-03-04,88,独立站
SKU001,2025-03-05,114,亚马逊
SKU001,2025-03-05,48,独立站
SKU002,2025-03-05,94,亚马逊
SKU002,2025-03-05,36,独立站
SKU003,2025-03-05,200,亚马逊
SKU003,2025-03-05,90,独立站
SKU001,2025-03-06,146,亚马逊
SKU001,2025-03-06,54,独立站
SKU002,2025-03-06,83,亚马逊
SKU002,2025-03-06,39,独立站
SKU003,2025-03-06,215,亚马逊
SKU003,2025-03-06,100,独立站
SKU001,2025-03-07,142,亚马逊
SKU001,2025-03-07,55,独立站
SKU002,2025-03-07,90,亚马逊
SKU002,2025-03-07,45,独立站
SKU003,2025-03-07,194,亚马逊
SKU003,2025-03-07,92,独立站
SKU001,2025-03-08,136,亚马逊
SKU001,2025-03-08,53,独立站
SKU002,2025-03-08,106,亚马逊
SKU002,2025-03-08,41,独立站
SKU003,2025-03-08,196,亚马逊
SKU003,2025-03-08,80,独立站
SKU001,2025-03-09,140,亚马逊
SKU001,2025-03-09,67,独立站
SKU002,2025-03-09,83,亚马逊
SKU002,2025-03-09,37,独立站
SKU003,2025-03-09,181,亚马逊
SKU003,2025-03-09,90,独立站
SKU001,2025-03-10,113,亚马逊
SKU001,2025-03-10,61,独立站
SKU002,2025-03-10,79,亚马逊
SKU002,2025-03-10,33,独立站
SKU003,2025-03-10,203,亚马逊
SKU003,2025-03-10,72,独立站
SKU001,2025-03-11,170,亚马逊
SKU001,2025-03-11,75,独立站
SKU002,2025-03-11,83,亚马逊
SKU002,2025-03-11,39,独立站
SKU003,2025-03-11,212,亚马逊
SKU003,2025-03-11,90,独立站
SKU001,2025-03-12,110,亚马逊
SKU001,2025-03-12,51,独立站
SKU002,2025-03-12,77,亚马逊
SKU002,2025-03-12,39,独立站
SKU003,2025-03-12,258,亚马逊
SKU003,2025-03-12,101,独立站
SKU001,2025-03-13,142,亚马逊
SKU001,2025-03-13,69,独立站
SKU002,2025-03-13,88,亚马逊
SKU002,2025-03-13,41,独立站
SKU003,2025-03-13,198,亚马逊
SKU003,2025-03-13,82,独立站
SKU001,2025-03-14,135,亚马逊
SKU001,2025-03-14,60,独立站
SKU002,2025-03-14,80,亚马逊
SKU002,2025-03-14,44,独立站
SKU003,2025-03-14,231,亚马逊
SKU003,2025-03-14,78,独立站
SKU001,2025-03-15,150,亚马逊
SKU001,2025-03-15,67,独立站
SKU002,2025-03-15,88,亚马逊
SKU002,2025-03-15,45,独立站
SKU003,2025-03-15,187,亚马逊
SKU003,2025-03-15,100,独立站
SKU001,2025-03-16,145,亚马逊
SKU001,2025-03-16,68,独立站
SKU002,2025-03-16,80,亚马逊
SKU002,2025-03-16,32,独立站
SKU003,2025-03-16,191,亚马逊
SKU003,2025-03-16,87,独立站
SKU001,2025-03-17,130,亚马逊
SKU001,2025-03-17,50,独立站
SKU002,2025-03-17,93,亚马逊
SKU002,2025-03-17,37,独立站
SKU003,2025-03-17,203,亚马逊
SKU003,2025-03-17,76,独立站
SKU001,2025-03-18,145,亚马逊
SKU001,2025-03-18,58,独立站
SKU002,2025-03-18,102,亚马逊
SKU002,2025-03-18,41,独立站
SKU003,2025-03-18,227,亚马逊
SKU003,2025-03-18,92,独立站
SKU001,2025-03-19,144,亚马逊
SKU001,2025-03-19,72,独立站
SKU002,2025-03-19,96,亚马逊
SKU002,2025-03-19,46,独立站
SKU003,2025-03-19,220,亚马逊
SKU003,2025-03-19,83,独立站
SKU001,2025-03-20,151,亚马逊
SKU001,2025-03-20,60,独立站
SKU002,2025-03-20,80,亚马逊
SKU002,2025-03-20,39,独立站
SKU003,2025-03-20,182,亚马逊
SKU003,2025-03-20,78,独立站
SKU001,2025-03-21,119,亚马逊
SKU001,2025-03-21,54,独立站
SKU002,2025-03-21,91,亚马逊
SKU002,2025-03-21,38,独立站
SKU003,2025-03-21,189,亚马逊
SKU003,2025-03-21,92,独立站
SKU001,2025-03-22,120,亚马逊
SKU001,2025-03-22,51,独立站
SKU002,2025-03-22,86,亚马逊
SKU002,2025-03-22,37,独立站
SKU003,2025-03-22,234,亚马逊
SKU003,2025-03-22,76,独立站
SKU001,2025-03-23,129,亚马逊
SKU001,2025-03-23,54,独立站
SKU002,2025-03-23,97,亚马逊
SKU002,2025-03-23,34,独立站
SKU003,2025-03-23,211,亚马逊
SKU003,2025-03-23,88,独立站
SKU001,2025-03-24,121,亚马逊
SKU001,2025-03-24,51,独立站
SKU002,2025-03-24,80,亚马逊
SKU002,2025-03-24,38,独立站
SKU003,2025-03-24,223,亚马逊
SKU003,2025-03-24,88,独立站
SKU001,2025-03-25,144,亚马逊
SKU001,2025-03-25,48,独立站
SKU002,2025-03-25,84,亚马逊
SKU002,2025-03-25,35,独立站
SKU003,2025-03-25,186,亚马逊
SKU003,2025-03-25,79,独立站
SKU001,2025-03-26,132,亚马逊
SKU001,2025-03-26,49,独立站
SKU002,2025-03-26,72,亚马逊
SKU002,2025-03-26,29,独立站
SKU003,2025-03-26,211,亚马逊
SKU003,2025-03-26,92,独立站
SKU001,2025-03-27,132,亚马逊
SKU001,2025-03-27,54,独立站
SKU002,2025-03-27,99,亚马逊
SKU002,2025-03-27,41,独立站
SKU003,2025-03-27,195,亚马逊
SKU003,2025-03-27,95,独立站
SKU001,2025-03-28,131,亚马逊
SKU001,2025-03-28,63,独立站
SKU002,2025-03-28,102,亚马逊
SKU002,2025-03-28,35,独立站
SKU003,2025-03-28,188,亚马逊
SKU003,2025-03-28,85,独立站
SKU001,2025-03-29,135,亚马逊
SKU001,2025-03-29,68,独立站
SKU002,2025-03-29,89,亚马逊
SKU002,2025-03-29,43,独立站
SKU003,2025-03-29,192,亚马逊
SKU003,2025-03-29,86,独立站
SKU001,2025-03-30,157,亚马逊
SKU001,2025-03-30,52,独立站
SKU002,2025-03-30,99,亚马逊
SKU002,2025-03-30,36,独立站
SKU003,2025-03-30,214,亚马逊
SKU003,2025-03-30,95,独立站
SKU001,2025-03-31,136,亚马逊
SKU001,2025-03-31,45,独立站
SKU002,2025-03-31,76,亚马逊
SKU002,2025-03-31,33,独立站
SKU003,2025-03-31,255,亚马逊
SKU003,2025-03-31,107,独立站
SKU001,2025-04-01,145,亚马逊
SKU001,2025-04-01,59,独立站
SKU002,2025-04-01,86,亚马逊
SKU002,2025-04-01,36,独立站
SKU003,2025-04-01,207,亚马逊
SKU003,2025-04-01,98,独立站
SKU001,2025-04-02,162,亚马逊
SKU001,2025-04-02,69,独立站
SKU002,2025-04-02,84,亚马逊
SKU002,2025-04-02,40,独立站
SKU003,2025-04-02,217,亚马逊
SKU003,2025-04-02,87,独立站
SKU001,2025-04-03,154,亚马逊
SKU001,2025-04-03,70,独立站
SKU002,2025-04-03,95,亚马逊
SKU002,2025-04-03,39,独立站
SKU003,2025-04-03,182,亚马逊
SKU003,2025-04-03,82,独立站
SKU001,2025-04-04,147,亚马逊
SKU001,2025-04-04,61,独立站
SKU002,2025-04-04,89,亚马逊
SKU002,2025-04-04,30,独立站
SKU003,2025-04-04,216,亚马逊
SKU003,2025-04-04,102,独立站
SKU001,2025-04-05,124,亚马逊
SKU001,2025-04-05,63,独立站
SKU002,2025-04-05,88,亚马逊
SKU002,2025-04-05,36,独立站
SKU003,2025-04-05,203,亚马逊
SKU003,2025-04-05,82,独立站
SKU001,2025-04-06,159,亚马逊
SKU001,2025-04-06,63,独立站
SKU002,2025-04-06,105,亚马逊
SKU002,2025-04-06,40,独立站
SKU003,2025-04-06,240,亚马逊
SKU003,2025-04-06,107,独立站
SKU001,2025-04-07,123,亚马逊
SKU001,2025-04-07,51,独立站
SKU002,2025-04-07,89,亚马逊
SKU002,2025-04-07,38,独立站
SKU003,2025-04-07,234,亚马逊
SKU003,2025-04-07,106,独立站
SKU001,2025-04-08,135,亚马逊
SKU001,2025-04-08,58,独立站
SKU002,2025-04-08,87,亚马逊
SKU002,2025-04-08,38,独立站
SKU003,2025-04-08,188,亚马逊
SKU003,2025-04-08,91,独立站
SKU001,2025-04-09,172,亚马逊
SKU001,2025-04-09,55,独立站
SKU002,2025-04-09,88,亚马逊
SKU002,2025-04-09,47,独立站
SKU003,2025-04-09,253,亚马逊
SKU003,2025-04-09,109,独立站
SKU001,2025-04-10,147,亚马逊
SKU001,2025-04-10,64,独立站
SKU002,2025-04-10,99,亚马逊
SKU002,2025-04-10,33,独立站
SKU003,2025-04-10,206,亚马逊
SKU003,2025-04-10,107,独立站
SKU001,2025-04-11,121,亚马逊
SKU001,2025-04-11,64,独立站
SKU002,2025-04-11,91,亚马逊
SKU002,2025-04-11,41,独立站
SKU003,2025-04-11,239,亚马逊
SKU003,2025-04-11,89,独立站
SKU001,2025-04-12,132,亚马逊
SKU001,2025-04-12,53,独立站
SKU002,2025-04-12,107,亚马逊
SKU002,2025-04-12,38,独立站
SKU003,2025-04-12,230,亚马逊
SKU003,2025-04-12,98,独立站
SKU001,2025-04-13,141,亚马逊
SKU001,2025-04-13,61,独立站
SKU002,2025-04-13,95,亚马逊
SKU002,2025-04-13,36,独立站
SKU003,2025-04-13,181,亚马逊
SKU003,2025-04-13,82,独立站
SKU001,2025-04-14,154,亚马逊
SKU001,2025-04-14,56,独立站
SKU002,2025-04-14,78,亚马逊
SKU002,2025-04-14,40,独立站
SKU003,2025-04-14,227,亚马逊
SKU003,2025-04-14,83,独立站
SKU001,2025-04-15,162,亚马逊
SKU001,2025-04-15,57,独立站
SKU002,2025-04-15,109,亚马逊
SKU002,2025-04-15,39,独立站
SKU003,2025-04-15,204,亚马逊
SKU003,2025-04-15,77,独立站
SKU001,2025-04-16,131,亚马逊
SKU001,2025-04-16,57,独立站
SKU002,2025-04-16,90,亚马逊
SKU002,2025-04-16,45,独立站
SKU003,2025-04-16,237,亚马逊
SKU003,2025-04-16,99,独立站
SKU001,2025-04-17,167,亚马逊
SKU001,2025-04-17,66,独立站
SKU002,2025-04-17,85,亚马逊
SKU002,2025-04-17,38,独立站
SKU003,2025-04-17,189,亚马逊
SKU003,2025-04-17,86,独立站
SKU001,2025-04-18,177,亚马逊
SKU001,2025-04-18,77,独立站
SKU002,2025-04-18,109,亚马逊
SKU002,2025-04-18,47,独立站
SKU003,2025-04-18,221,亚马逊
SKU003,2025-04-18,79,独立站
SKU001,2025-04-19,160,亚马逊
SKU001,2025-04-19,60,独立站
SKU002,2025-04-19,111,亚马逊
SKU002,2025-04-19,38,独立站
SKU003,2025-04-19,211,亚马逊
SKU003,2025-04-19,100,独立站
SKU001,2025-04-20,137,亚马逊
SKU001,2025-04-20,54,独立站
SKU002,2025-04-20,86,亚马逊
SKU002,2025-04-20,43,独立站
SKU003,2025-04-20,228,亚马逊
SKU003,2025-04-20,100,独立站
SKU001,2025-04-21,169,亚马逊
SKU001,2025-04-21,70,独立站
SKU002,2025-04-21,82,亚马逊
SKU002,2025-04-21,44,独立站
SKU003,2025-04-21,218,亚马逊
SKU003,2025-04-21,108,独立站
SKU001,2025-04-22,162,亚马逊
SKU001,2025-04-22,57,独立站
SKU002,2025-04-22,87,亚马逊
SKU002,2025-04-22,49,独立站
SKU003,2025-04-22,219,亚马逊
SKU003,2025-04-22,92,独立站
SKU001,2025-04-23,153,亚马逊
SKU001,2025-04-23,54,独立站
SKU002,2025-04-23,97,亚马逊
SKU002,2025-04-23,37,独立站
SKU003,2025-04-23,208,亚马逊
SKU003,2025-04-23,89,独立站
SKU001,2025-04-24,136,亚马逊
SKU001,2025-04-24,61,独立站
SKU002,2025-04-24,100,亚马逊
SKU002,2025-04-24,43,独立站
SKU003,2025-04-24,186,亚马逊
SKU003,2025-04-24,102,独立站
SKU001,2025-04-25,149,亚马逊
SKU001,2025-04-25,62,独立站
SKU002,2025-04-25,92,亚马逊
SKU002,2025-04-25,39,独立站
SKU003,2025-04-25,223,亚马逊
SKU003,2025-04-25,91,独立站
SKU001,2025-04-26,144,亚马逊
SKU001,2025-04-26,62,独立站
SKU002,2025-04-26,100,亚马逊
SKU002,2025-04-26,40,独立站
SKU003,2025-04-26,206,亚马逊
SKU003,2025-04-26,98,独立站
SKU001,2025-04-27,143,亚马逊
SKU001,2025-04-27,55,独立站
SKU002,2025-04-27,86,亚马逊
SKU002,2025-04-27,39,独立站
SKU003,2025-04-27,179,亚马逊
SKU003,2025-04-27,75,独立站
SKU001,2025-04-28,157,亚马逊
SKU001,2025-04-28,71,独立站
SKU002,2025-04-28,89,亚马逊
SKU002,2025-04-28,36,独立站
SKU003,2025-04-28,201,亚马逊
SKU003,2025-04-28,92,独立站
SKU001,2025-04-29,118,亚马逊
SKU001,2025-04-29,67,独立站
SKU002,2025-04-29,88,亚马逊
SKU002,2025-04-29,35,独立站
SKU003,2025-04-29,216,亚马逊
SKU003,2025-04-29,95,独立站
SKU001,2025-04-30,146,亚马逊
SKU001,2025-04-30,59,独立站
SKU002,2025-04-30,96,亚马逊
SKU002,2025-04-30,47,独立站
SKU003,2025-04-30,227,亚马逊
SKU003,2025-04-30,83,独立站
SKU001,2025-05-01,156,亚马逊
SKU001,2025-05-01,53,独立站
SKU002,2025-05-01,98,亚马逊
SKU002,2025-05-01,37,独立站
SKU003,2025-05-01,203,亚马逊
SKU003,2025-05-01,100,独立站
SKU001,2025-05-02,114,亚马逊
SKU001,2025-05-02,54,独立站
SKU002,2025-05-02,76,亚马逊
SKU002,2025-05-02,33,独立站
SKU003,2025-05-02,199,亚马逊
SKU003,2025-05-02,78,独立站
SKU001,2025-05-03,137,亚马逊
SKU001,2025-05-03,59,独立站
SKU002,2025-05-03,85,亚马逊
SKU002,2025-05-03,34,独立站
SKU003,2025-05-03,191,亚马逊
SKU003,2025-05-03,82,独立站
SKU001,2025-05-04,122,亚马逊
SKU001,2025-05-04,63,独立站
SKU002,2025-05-04,83,亚马逊
SKU002,2025-05-04,35,独立站
SKU003,2025-05-04,217,亚马逊
SKU003,2025-05-04,75,独立站
SKU001,2025-05-05,122,亚马逊
SKU001,2025-05-05,68,独立站
SKU002,2025-05-05,92,亚马逊
